CustomerID,Churn,AccountWeeks,ContractRenewal,DataPlan,DataUsage,CustServCalls,DayMins,DayCalls,MonthlyCharge,OverageFee,RoamMins,churn_probability,predicted_churn
854,FALSE,70,TRUE,FALSE,0,3,134.7,96,43,11.8,7.6,0.02,0
855,FALSE,120,TRUE,TRUE,2.62,2,212.7,73,85.2,12.88,9.7,0.005,0
856,FALSE,66,TRUE,FALSE,0,2,256.3,135,59,9.01,6.2,0.02,0
857,FALSE,104,TRUE,FALSE,0.27,1,183.6,133,44.7,6.04,12.7,0.005,0
858,FALSE,160,TRUE,FALSE,0,1,176.2,90,47,9.8,9.2,0.015,0
859,FALSE,129,TRUE,TRUE,3.16,1,205,94,80.6,8.27,11.7,0.01,0
860,TRUE,93,TRUE,FALSE,0,3,267.9,114,65,11.15,11.3,0.985,1
861,FALSE,169,TRUE,FALSE,0,2,179.2,111,46,8.76,9.9,0,0
862,FALSE,58,TRUE,FALSE,0,1,149.4,145,43,9.83,14.9,0.08,0
863,FALSE,75,TRUE,TRUE,3.54,3,163.6,132,76.4,7.34,13.1,0.005,0
864,FALSE,45,TRUE,FALSE,0,1,207.6,71,49,7.64,12.4,0,0
865,FALSE,155,TRUE,FALSE,0,3,165.4,108,44,9.19,8.9,0.06,0
866,FALSE,52,TRUE,FALSE,0,4,209.8,114,51,8.57,9.9,0.045,0
867,FALSE,119,TRUE,TRUE,3,0,220.1,128,91,13.41,11.1,0,0
868,FALSE,86,TRUE,FALSE,0,1,141.3,72,38,7.72,8.2,0,0
869,FALSE,42,TRUE,FALSE,0,0,196.5,89,54,12.07,4,0,0
870,FALSE,127,FALSE,FALSE,0.26,2,180.9,114,51.6,10.48,7.4,0.03,0
871,FALSE,123,TRUE,FALSE,0,0,105,150,40,12.58,14.9,0.04,0
872,TRUE,98,TRUE,FALSE,0,4,271.4,119,63,9.52,11.1,0.93,1
873,FALSE,149,TRUE,TRUE,2.94,1,206.7,79,79.4,8.73,10.9,0.01,0
874,FALSE,160,TRUE,FALSE,0.18,1,166.8,109,50.8,11.8,9.3,0.015,0
875,FALSE,103,TRUE,FALSE,0,5,204.9,107,47,6.76,10.4,0.225,0
876,FALSE,132,TRUE,TRUE,2.46,1,154.6,128,72.6,12.28,9.1,0.06,0
877,FALSE,137,TRUE,FALSE,0,1,127,107,50,16.16,7.5,0.015,0
878,FALSE,129,FALSE,FALSE,0,1,267.4,78,63,10.21,5.9,0.225,0
879,FALSE,62,TRUE,FALSE,0,1,281,66,62,8.03,0,0.365,0
880,FALSE,122,TRUE,TRUE,3.19,4,270.8,96,96.9,11.02,11.8,0.05,0
881,FALSE,32,TRUE,FALSE,0,1,171.2,82,45,9.28,10.2,0,0
882,FALSE,86,TRUE,FALSE,0,3,124.1,82,39,10.13,6.7,0,0
883,FALSE,130,TRUE,FALSE,0.35,1,162.8,113,56.5,14.52,7.2,0.01,0
884,FALSE,42,TRUE,FALSE,0,1,146.3,84,47,12.8,8,0.005,0
885,FALSE,73,TRUE,FALSE,0,2,254.8,85,56,7.17,15,0.015,0
886,FALSE,66,TRUE,TRUE,1.46,2,254.9,108,78.6,12.16,5.4,0.27,0
887,FALSE,103,TRUE,TRUE,2.4,0,107.7,124,59,9.45,8.9,0.045,0
888,FALSE,128,TRUE,FALSE,0,1,158.8,75,50,13.24,7.6,0,0
889,FALSE,104,TRUE,FALSE,0.23,2,182.9,113,54.3,11.98,5.5,0.01,0
890,FALSE,103,TRUE,FALSE,0,0,198.5,112,38,2.13,12.4,0.005,0
891,FALSE,124,TRUE,FALSE,0,0,178.4,72,51,11.68,12,0.005,0
892,FALSE,87,TRUE,FALSE,0,1,110.9,91,33,7.93,6.2,0,0
893,TRUE,109,TRUE,TRUE,3.32,1,166.9,85,81.2,11.06,12.3,0.625,1
894,FALSE,167,FALSE,FALSE,0,2,244.8,91,47,3.04,10.7,0.095,0
895,TRUE,97,TRUE,FALSE,0,4,120.8,96,35,8.49,11.9,0.985,1
896,FALSE,106,TRUE,FALSE,0.25,2,165.3,118,48.5,10.5,8.5,0.01,0
897,FALSE,125,TRUE,FALSE,0,2,126.7,113,35,7.78,14.4,0,0
898,FALSE,108,TRUE,TRUE,4.19,0,215.9,106,95.9,10.03,15.5,0.005,0
899,FALSE,125,TRUE,FALSE,0.3,1,140.1,132,45,10.48,8,0.065,0
900,FALSE,89,TRUE,TRUE,2.35,1,209.9,113,80.5,12.49,8.7,0.015,0
901,FALSE,72,FALSE,TRUE,1.49,0,139.8,114,50.9,6.91,5.5,0.11,0
902,TRUE,23,TRUE,FALSE,0,2,321.6,107,77,12.58,11.3,1,1
903,FALSE,149,TRUE,FALSE,0,7,166.6,61,47,10.94,8.2,0.2,0
904,FALSE,73,TRUE,FALSE,0,0,214.2,90,54,9.84,5.9,0.015,0
905,TRUE,61,TRUE,FALSE,0,1,260,123,63,10.53,9,0.825,1
906,TRUE,161,TRUE,FALSE,0.16,4,191.9,113,40.6,3.55,13.4,0.885,1
907,FALSE,73,TRUE,FALSE,0,0,213,95,53,9.44,13.5,0.02,0
908,FALSE,118,TRUE,TRUE,4.56,1,118.1,83,75.6,5.48,16.9,0.005,0
909,FALSE,23,TRUE,FALSE,0,6,190.2,89,47,8.32,15,0.235,0
910,FALSE,127,TRUE,TRUE,1.38,0,82.2,95,41.8,8.17,5.1,0.005,0
911,FALSE,42,TRUE,TRUE,2.19,0,163.8,80,64.9,8.89,8.1,0.01,0
912,TRUE,118,TRUE,FALSE,0,5,267.8,145,73,15.82,14.4,0.925,1
913,FALSE,45,TRUE,FALSE,0,2,159.8,91,38,6.02,10.6,0.005,0
914,FALSE,50,TRUE,TRUE,2.86,1,214.3,129,90.6,14.49,10.6,0.02,0
915,TRUE,179,TRUE,FALSE,0,0,287.3,123,74,14.4,10.5,0.98,1
916,FALSE,152,TRUE,FALSE,0.22,2,101.2,122,32.2,7.08,7.5,0.025,0
917,FALSE,105,TRUE,FALSE,0,2,102.8,74,42,14.09,13.2,0.03,0
918,FALSE,72,TRUE,FALSE,0,0,109.1,97,29,5.79,8.3,0.01,0
919,FALSE,52,TRUE,FALSE,0,1,215.9,67,56,10.85,5.2,0,0
920,FALSE,125,TRUE,FALSE,0,1,203.4,110,46,6.44,11,0.005,0
921,FALSE,143,TRUE,FALSE,0.29,1,110.1,113,36.9,8.45,9.2,0.085,0
922,FALSE,65,TRUE,FALSE,0,1,111,51,38,10.99,4.4,0.005,0
923,FALSE,80,TRUE,FALSE,0,1,239.9,121,53,7.12,9.3,0.025,0
924,FALSE,1,TRUE,FALSE,0,1,144.8,107,35,5.63,13.8,0.095,0
925,FALSE,60,TRUE,FALSE,0,1,135.4,134,41,10.3,7.9,0.02,0
926,FALSE,43,TRUE,FALSE,0,1,84.2,134,22,4.04,10.8,0.035,0
927,FALSE,143,TRUE,FALSE,0,0,209.1,127,45,5.31,14,0.005,0
928,FALSE,81,TRUE,TRUE,3.08,0,130.1,117,69.8,9.8,11.4,0.01,0
929,FALSE,205,TRUE,TRUE,2.11,2,175.8,139,65.1,7.75,7.8,0.02,0
930,FALSE,24,TRUE,FALSE,0,1,241.9,104,54,7.26,6.6,0.02,0
931,FALSE,74,TRUE,FALSE,0,0,136.7,106,43,11.43,9.8,0.01,0
932,FALSE,77,TRUE,FALSE,0,1,67.7,68,29,9.79,12,0.005,0
933,FALSE,74,TRUE,FALSE,0,1,200.4,87,61,15.46,10,0.03,0
934,TRUE,74,FALSE,FALSE,0,1,125.8,103,40,10.39,14.1,0.89,1
935,FALSE,200,TRUE,FALSE,0,1,128.2,87,34,6.66,11.2,0.05,0
936,FALSE,86,TRUE,FALSE,0,4,226.3,88,58,11.15,13,0.04,0
937,FALSE,91,TRUE,TRUE,2.48,0,162.3,107,72.8,11.7,9.2,0.01,0
938,FALSE,76,TRUE,FALSE,0,2,224.4,121,51,7.4,6.7,0.01,0
939,FALSE,130,TRUE,FALSE,0,1,120.5,127,37,9.49,14.3,0.075,0
940,FALSE,56,TRUE,FALSE,0.32,2,91.1,90,34.2,8.97,11.9,0.005,0
941,FALSE,117,TRUE,FALSE,0,0,168.8,137,50,12.07,15.5,0.015,0
942,FALSE,63,TRUE,FALSE,0.36,2,153.5,81,54.6,14.37,6.5,0.005,0
943,FALSE,126,TRUE,FALSE,0,0,226.2,88,51,7.02,6.4,0.04,0
944,FALSE,132,TRUE,FALSE,0.31,1,191.9,107,54.1,10.35,12.6,0,0
945,TRUE,81,TRUE,TRUE,2.48,4,167.9,147,69.8,9.54,9.2,0.81,1
946,FALSE,122,TRUE,FALSE,0,2,180,88,43,7.25,11.5,0,0
947,TRUE,46,TRUE,FALSE,0,2,257.4,67,66,13.06,13.4,0.895,1
948,FALSE,150,TRUE,TRUE,2.97,1,174.4,75,74.7,8.5,11,0.05,0
949,FALSE,99,TRUE,FALSE,0,1,159.7,83,41,7.77,8.4,0.005,0
950,FALSE,87,TRUE,FALSE,0,1,237.2,124,60,11.13,11,0.025,0
951,FALSE,108,TRUE,FALSE,0,1,103,129,39,12.12,7.9,0.04,0
952,FALSE,101,TRUE,FALSE,0,4,153.8,89,47,11.7,11.6,0.165,0
953,FALSE,53,TRUE,FALSE,0.22,3,205.1,86,51.2,8.03,10.7,0.005,0
954,FALSE,132,TRUE,TRUE,2.32,2,175.7,93,69.2,9.36,8.6,0,0
955,FALSE,158,TRUE,FALSE,0,2,155.9,123,46,11.21,8.6,0.035,0
956,FALSE,114,TRUE,TRUE,2.78,0,154.4,109,73.8,11.07,10.3,0.005,0
957,FALSE,77,TRUE,TRUE,1.92,2,209.7,73,71.2,9.18,7.1,0,0
958,FALSE,144,FALSE,FALSE,0.27,0,150,69,52.7,14.3,9.4,0.235,0
959,FALSE,91,TRUE,TRUE,3.32,3,232.4,97,89.2,9.3,12.3,0.01,0
960,FALSE,58,TRUE,FALSE,0,2,165.4,100,38,5.79,12.8,0.005,0
961,FALSE,5,TRUE,FALSE,0,3,199.2,106,50,9.37,13.3,0.015,0
962,FALSE,97,TRUE,FALSE,0.29,0,217.6,81,67.9,16.03,4.2,0.15,0
963,FALSE,107,TRUE,FALSE,0.47,3,212.1,95,53.7,7.51,7.7,0,0
964,FALSE,142,TRUE,TRUE,2.92,1,154,75,70.2,8.29,10.8,0,0
965,FALSE,9,TRUE,TRUE,3.59,1,193.8,130,86.9,10.13,13.3,0.03,0
966,FALSE,73,TRUE,FALSE,0,0,175.4,130,51,12.41,12.2,0.01,0
967,TRUE,48,TRUE,TRUE,4.24,2,152,63,90.4,12.94,15.7,0.625,1
968,FALSE,43,TRUE,FALSE,0.36,0,230.2,147,58.6,9.34,9.2,0.04,0
969,TRUE,122,TRUE,TRUE,3.65,1,174.9,103,87.5,12.41,13.5,0.595,1
970,FALSE,93,TRUE,FALSE,0.42,0,190.2,68,59.2,13.11,8.8,0.02,0
971,FALSE,85,TRUE,FALSE,0,1,176.4,122,50,11.25,11.5,0.005,0
972,FALSE,59,TRUE,FALSE,0.28,3,160.9,95,51.8,12.56,5,0.025,0
973,FALSE,87,TRUE,FALSE,0.29,1,228.7,90,55.9,8.15,11.8,0,0
974,FALSE,137,TRUE,FALSE,0.26,0,144,90,42.6,9.08,12.3,0.005,0
975,FALSE,21,TRUE,TRUE,2.57,6,135.9,90,72.7,13.55,9.5,0.74,1
976,TRUE,129,TRUE,FALSE,0,0,334.3,118,74,9.61,10.4,1,1
977,FALSE,104,TRUE,FALSE,0,0,130.5,77,34,6.56,13,0.01,0
978,TRUE,93,TRUE,TRUE,3.19,4,134.2,105,68.9,8.13,11.8,0.945,1
979,TRUE,63,TRUE,FALSE,0,4,278,102,70,13.32,13.1,0.99,1
980,FALSE,161,TRUE,FALSE,0,0,105.4,70,37,10.74,7.8,0.03,0
981,FALSE,50,TRUE,FALSE,0,3,188.9,94,50,10.2,11.6,0,0
982,FALSE,103,TRUE,TRUE,1.86,1,111.8,85,58.6,11.98,6.9,0.01,0
983,FALSE,84,TRUE,TRUE,3.51,1,159.1,106,75.1,7.49,13,0,0
984,FALSE,92,TRUE,FALSE,0.29,1,212.4,105,58.9,11.23,9,0.005,0
985,FALSE,77,TRUE,FALSE,0,1,142.3,112,51,15.32,9.9,0.015,0
986,TRUE,64,FALSE,FALSE,0,1,346.8,55,81,12.48,13.3,0.885,1
987,FALSE,159,TRUE,TRUE,3.19,1,113.9,102,63.9,7.27,11.8,0.005,0
988,TRUE,110,FALSE,TRUE,2.24,1,267.9,103,90.4,13.17,8.3,0.14,0
989,FALSE,138,TRUE,FALSE,0.28,3,171.4,117,41.8,5.76,17,0.005,0
990,FALSE,178,TRUE,FALSE,0,1,275.4,150,63,9.38,13.6,0.87,1
991,FALSE,38,TRUE,TRUE,1.05,0,197.2,118,65.5,12.5,3.9,0.03,0
992,FALSE,50,TRUE,TRUE,2.13,2,192.6,97,66.3,6.76,7.9,0,0
993,FALSE,45,TRUE,TRUE,2.08,1,91.7,104,49.8,7.53,7.7,0.015,0
994,FALSE,70,TRUE,FALSE,0.17,0,126.3,99,35.7,7.08,9.6,0,0
995,FALSE,147,TRUE,TRUE,2.81,3,251.5,107,91.1,11.71,10.4,0.03,0
996,FALSE,94,TRUE,FALSE,0,1,190.6,108,46,7.62,7.5,0,0
997,FALSE,179,TRUE,FALSE,0,0,116.1,101,37,10.09,11.6,0.11,0
998,FALSE,116,TRUE,FALSE,0.23,2,217.3,91,58.3,10.81,11.3,0.01,0
999,FALSE,59,TRUE,FALSE,0,0,179.4,80,51,11.63,14.7,0.01,0
1000,FALSE,165,TRUE,FALSE,0,0,207.7,109,50,8.24,7.9,0.03,0
1001,TRUE,133,TRUE,FALSE,0,2,277.3,138,67,11.42,12.8,0.97,1
1002,FALSE,140,TRUE,FALSE,0,1,125.3,84,36,8.38,8.4,0.005,0
1003,FALSE,93,TRUE,TRUE,1.84,2,138.1,91,56.4,8.37,6.8,0.01,0
1004,FALSE,52,TRUE,TRUE,2.21,0,169.3,88,70.1,11.3,8.2,0.005,0
1005,FALSE,64,TRUE,TRUE,3.32,1,201.3,101,80.2,7.19,12.3,0.015,0
1006,FALSE,12,FALSE,FALSE,0,2,216.7,117,47,5.83,9.8,0.065,0
1007,FALSE,48,TRUE,FALSE,0,2,190.4,92,60,15.88,8.3,0.08,0
1008,FALSE,181,TRUE,FALSE,0,1,143.3,91,41,9.78,6,0.005,0
1009,FALSE,168,TRUE,TRUE,3.08,2,97.4,57,64.8,10.18,11.4,0.1,0
1010,FALSE,155,TRUE,FALSE,0,3,181.4,111,46,8.39,11.3,0.01,0
1011,FALSE,105,TRUE,FALSE,0,0,246.4,83,64,12.81,3.8,0.535,1
1012,FALSE,11,TRUE,FALSE,0,2,143.4,130,49,14.47,9.7,0.01,0
1013,FALSE,182,TRUE,FALSE,0.36,2,104.9,111,38.6,9.93,8,0.01,0
1014,FALSE,104,TRUE,FALSE,0,1,156.2,93,43,9.65,13.1,0,0
1015,FALSE,102,TRUE,FALSE,0,0,114.8,125,27,4.1,12,0.025,0
1016,FALSE,122,TRUE,FALSE,0,0,232.5,96,57,10.28,11.9,0.02,0
1017,FALSE,41,TRUE,FALSE,0,1,143.6,117,38,7.62,8.6,0,0
1018,FALSE,132,TRUE,FALSE,0,2,176.7,132,51,12.21,9.1,0.02,0
1019,TRUE,76,TRUE,FALSE,0,1,263.4,148,65,11.52,11.4,0.6,1
1020,FALSE,13,TRUE,FALSE,0,1,146.4,74,38,7.43,11.3,0,0
1021,FALSE,115,TRUE,TRUE,3.83,2,145,72,80.3,9.73,14.2,0.035,0
1022,FALSE,67,TRUE,FALSE,0.42,1,167.8,91,47.2,8.39,8.4,0,0
1023,FALSE,154,TRUE,FALSE,0,0,166.9,99,42,7.75,7.2,0.015,0
1024,FALSE,100,TRUE,FALSE,0,2,142.5,87,41,9.79,7.8,0,0
1025,FALSE,146,FALSE,FALSE,0,1,133,65,45,13.14,11.2,0.11,0
1026,FALSE,148,TRUE,TRUE,3.32,1,252.9,129,101.2,14.22,12.3,0.06,0
1027,FALSE,67,TRUE,TRUE,2.7,2,95,94,68,14.56,10,0.19,0
1028,TRUE,161,FALSE,FALSE,0,1,194.2,106,55,12.47,12.9,0.74,1
1029,FALSE,70,TRUE,FALSE,0,1,222.8,114,57,10.8,0,0.015,0
1030,FALSE,116,TRUE,FALSE,0,0,201.8,82,54,11.58,16.5,0,0
1031,TRUE,99,TRUE,TRUE,2.51,2,216,125,82.1,11.62,9.3,0.62,1
1032,FALSE,87,TRUE,FALSE,0.29,1,146.3,108,42.9,8.59,5.3,0,0
1033,FALSE,87,TRUE,FALSE,0.32,1,234.8,85,55.2,7.05,9.5,0.02,0
1034,FALSE,70,TRUE,FALSE,0,2,198.6,111,52,10.7,10.6,0.01,0
1035,FALSE,131,TRUE,FALSE,0,2,94.4,80,35,10.76,13.1,0.055,0
1036,FALSE,119,TRUE,FALSE,0.18,2,190.4,74,52.8,10.78,10,0,0
1037,FALSE,119,TRUE,TRUE,3.24,3,142.6,77,74.4,10.41,12,0.015,0
1038,FALSE,87,FALSE,FALSE,0,0,134.2,80,37,8.25,10.7,0.065,0
1039,TRUE,112,TRUE,FALSE,0,5,111.9,92,29,5.7,14.1,0.975,1
1040,FALSE,75,TRUE,FALSE,0,2,122.8,89,39,10.57,10.7,0,0
1041,FALSE,150,TRUE,FALSE,0,4,189.3,77,51,11.05,9.2,0.025,0
1042,FALSE,161,TRUE,TRUE,4.35,0,240.4,112,102.5,10.09,16.1,0.01,0
1043,FALSE,91,FALSE,TRUE,2.67,0,93.5,112,58.7,9.17,9.9,0.13,0
1044,FALSE,124,TRUE,FALSE,0,3,158.6,104,45,10.56,10.2,0.005,0
1045,FALSE,94,FALSE,FALSE,0,4,243.2,109,54,7.35,7.2,0.18,0
1046,FALSE,217,TRUE,FALSE,0,4,176.4,115,44,7.94,9.3,0.29,0
1047,FALSE,158,TRUE,FALSE,0.31,0,220.9,129,62.1,12.11,6.4,0.055,0
1048,FALSE,102,TRUE,FALSE,0.33,0,144.4,87,51.3,13.33,7.1,0,0
1049,FALSE,85,TRUE,FALSE,0,0,212.3,107,56,11.42,7.7,0.005,0
1050,FALSE,79,TRUE,FALSE,0,1,147,72,40,8.29,8.4,0,0
1051,FALSE,139,TRUE,TRUE,3.48,2,96.2,112,66.8,8.95,12.9,0.01,0
1052,FALSE,103,TRUE,FALSE,0,0,263.4,118,60,8.96,10.3,0.02,0
1053,FALSE,98,FALSE,FALSE,0,1,12.5,67,24,12.83,7.7,0.19,0
1054,FALSE,78,TRUE,FALSE,0.21,2,162.3,116,46.1,9.62,10.1,0,0
1055,FALSE,50,TRUE,FALSE,0,1,183.6,107,37,2.93,8.7,0.02,0
1056,FALSE,161,TRUE,FALSE,0,1,178.1,109,43,7.33,8.5,0.005,0
1057,FALSE,67,TRUE,FALSE,0,0,201.4,101,43,4.88,7,0,0
1058,FALSE,86,TRUE,TRUE,3.59,1,123,158,68.9,6.7,13.3,0.02,0
1059,FALSE,92,TRUE,FALSE,0,0,208,125,53,9.95,8.6,0.01,0
1060,FALSE,174,TRUE,FALSE,0.29,1,239.2,72,59.9,9.43,8.8,0.03,0
1061,FALSE,124,TRUE,FALSE,0,1,193,97,41,4.49,15.3,0.005,0
1062,FALSE,132,TRUE,TRUE,2.78,1,174.5,101,78.8,12.28,10.3,0.015,0
1063,FALSE,190,TRUE,TRUE,2.67,1,116.7,71,59.7,7.3,9.9,0.07,0
1064,FALSE,101,TRUE,FALSE,0,1,93.8,127,29,7.5,10.7,0.005,0
1065,FALSE,185,FALSE,TRUE,3.48,2,154.1,114,71.8,5.94,12.9,0.14,0
1066,FALSE,68,TRUE,TRUE,2.67,0,239.5,82,85.7,10.19,9.9,0,0
1067,FALSE,117,TRUE,TRUE,3.19,0,216,140,87.9,11.21,11.8,0.015,0
1068,FALSE,118,TRUE,FALSE,0.32,1,187.4,97,50.2,8.89,12.2,0,0
1069,FALSE,124,TRUE,FALSE,0.21,0,167.4,119,51.1,11.66,10.3,0,0
1070,FALSE,22,TRUE,FALSE,0,1,160.4,108,46,10.91,12.5,0.01,0
1071,FALSE,75,TRUE,FALSE,0,1,143.2,92,43,10.46,11.9,0.005,0
1072,FALSE,134,TRUE,FALSE,0,1,205.3,122,56,12.03,5,0,0
1073,FALSE,164,TRUE,TRUE,3.86,1,219.1,88,89.6,7.58,14.3,0.005,0
1074,FALSE,44,TRUE,FALSE,0.32,1,143.2,77,42.2,8.49,7.6,0.005,0
1075,FALSE,177,TRUE,FALSE,0,2,232.8,106,55,8.76,12.5,0.02,0
1076,FALSE,110,TRUE,FALSE,0,0,162,81,49,12.38,8.9,0,0
1077,FALSE,53,TRUE,TRUE,1.76,1,25.9,119,39.6,10.33,6.5,0.025,0
1078,TRUE,108,TRUE,FALSE,0,4,154.2,123,36,5.62,15.4,0.98,1
1079,TRUE,80,TRUE,FALSE,0,0,322.3,113,74,11.1,6.7,0.995,1
1080,FALSE,158,TRUE,FALSE,0,1,209.9,112,55,11.07,8.2,0.01,0
1081,FALSE,114,TRUE,FALSE,0,0,191.5,88,48,8.76,0,0.005,0
1082,FALSE,64,TRUE,TRUE,2.03,1,291.1,150,89.3,11.34,7.5,0.045,0
1083,FALSE,88,TRUE,FALSE,0,3,215.6,115,56,10.81,11.8,0,0
1084,FALSE,82,FALSE,FALSE,0,3,208.8,101,54,10.69,12.4,0.135,0
1085,FALSE,111,TRUE,FALSE,0,3,255.9,97,61,10.21,12.3,0.055,0
1086,FALSE,60,TRUE,FALSE,0,2,252.7,97,62,11.06,12.4,0.2,0
1087,FALSE,113,TRUE,FALSE,0,3,132.1,72,44,12.38,6.9,0.02,0
1088,FALSE,109,TRUE,FALSE,0,1,217,115,55,10.35,8.2,0.005,0
1089,FALSE,105,TRUE,TRUE,3.48,0,101.9,79,71.8,11.16,12.9,0.035,0
1090,FALSE,85,TRUE,FALSE,0,2,211.5,100,52,9.23,13.3,0.01,0
1091,FALSE,131,TRUE,FALSE,0.46,0,153.4,86,47.6,9.93,10.4,0.015,0
1092,FALSE,59,TRUE,FALSE,0.27,2,166.3,95,51.7,11.97,10,0.005,0
1093,FALSE,148,TRUE,FALSE,0.45,1,185.2,87,50.5,8.52,9.5,0.005,0
1094,FALSE,210,TRUE,FALSE,0.28,2,104.6,121,33.8,7.48,6.5,0.065,0
1095,FALSE,115,TRUE,FALSE,0,0,245.2,105,56,7.95,7.2,0.025,0
1096,FALSE,106,TRUE,FALSE,0,1,274.4,120,64,9.93,6,0.915,1
1097,FALSE,93,TRUE,FALSE,0,1,98.4,78,38,12.48,14.2,0.035,0
1098,FALSE,57,TRUE,TRUE,3.51,1,279.9,121,102.1,11.16,13,0.015,0
1099,FALSE,98,TRUE,FALSE,0.41,1,187.2,127,53.1,9.78,5.1,0,0
1100,FALSE,157,TRUE,FALSE,0,3,276.2,95,62,8.29,2.2,0.265,0
1101,FALSE,116,TRUE,TRUE,2.24,1,200.4,104,80.4,13.64,8.3,0.005,0
1102,FALSE,30,TRUE,FALSE,0,2,162.3,96,49,12.2,9.1,0.025,0
1103,TRUE,111,TRUE,FALSE,0,4,176.9,128,39,5.14,10.5,0.815,1
1104,FALSE,52,TRUE,FALSE,0,0,165.5,78,46,10.28,12.2,0.01,0
1105,FALSE,72,TRUE,FALSE,0,4,217.8,93,54,9.49,10.4,0.01,0
1106,TRUE,135,TRUE,TRUE,3.48,2,201.4,100,90.8,12.33,12.9,0.66,1
1107,FALSE,86,TRUE,FALSE,0.42,3,190.5,115,52.2,8.98,10.1,0.005,0
1108,FALSE,98,TRUE,TRUE,3.46,3,179.9,97,81.6,9.46,12.8,0.02,0
1109,FALSE,151,TRUE,FALSE,0,3,235.9,104,47,4.03,5.8,0.015,0
1110,FALSE,118,TRUE,FALSE,0,0,140.4,112,40,9.36,7.9,0,0
1111,FALSE,117,TRUE,FALSE,0.41,2,144.6,115,51.1,12.94,7.4,0.005,0
1112,FALSE,55,TRUE,FALSE,0.23,0,189,100,45.3,5.93,17.1,0.015,0
1113,FALSE,82,TRUE,FALSE,0,0,101,93,31,7.78,13.3,0.005,0
1114,FALSE,152,TRUE,FALSE,0,1,206.3,98,60,14.64,10.6,0.05,0
1115,FALSE,108,TRUE,TRUE,2.94,1,165.1,85,80.4,13.35,10.9,0.02,0
1116,TRUE,98,TRUE,FALSE,0,1,165,129,46,10.13,12.5,0.65,1
1117,FALSE,130,TRUE,FALSE,0,3,155.9,95,49,12.81,11.7,0.01,0
1118,FALSE,136,FALSE,FALSE,0,1,199.2,122,53,10.74,11.8,0.055,0
1119,FALSE,47,TRUE,FALSE,0,3,155.3,116,43,9.41,12.3,0,0
1120,FALSE,189,TRUE,FALSE,0,3,208.3,106,56,11.84,11.3,0.045,0
1121,FALSE,107,TRUE,FALSE,0,1,157.1,79,41,8.13,12.1,0,0
1122,TRUE,91,TRUE,FALSE,0,5,154.4,165,41,8.42,11.7,0.99,1
1123,TRUE,159,TRUE,FALSE,0,1,189.1,105,54,12.31,10.4,0.665,1
1124,FALSE,11,TRUE,TRUE,2.7,2,131.5,98,69,11.51,10,0,0
1125,FALSE,167,TRUE,FALSE,0,1,166.4,85,49,12.16,9.9,0.005,0
1126,FALSE,111,TRUE,FALSE,0.26,2,142.3,75,37.6,6.14,12.8,0.01,0
1127,FALSE,99,TRUE,TRUE,1.97,2,87.7,103,53.7,11.15,7.3,0,0
1128,FALSE,159,TRUE,TRUE,4.56,0,184.1,78,93.6,9.73,16.9,0.01,0
1129,FALSE,114,FALSE,TRUE,3.32,2,174.5,104,82.2,11.21,12.3,0.06,0
1130,FALSE,71,TRUE,FALSE,0,2,103.3,103,30,6.93,9,0.005,0
1131,FALSE,122,TRUE,FALSE,0,1,35.1,62,22,9.04,12.7,0.005,0
1132,FALSE,100,TRUE,TRUE,3.51,1,246.6,94,89.1,7.07,13,0.01,0
1133,FALSE,83,TRUE,TRUE,3.19,1,78.5,109,63.9,10.53,11.8,0.01,0
1134,TRUE,64,TRUE,FALSE,0,5,148.1,73,40,8.25,12.3,0.96,1
1135,FALSE,105,TRUE,FALSE,0,1,206.2,84,57,12.82,9,0.01,0
1136,FALSE,144,TRUE,TRUE,3.29,2,251.6,87,92.9,9.88,12.2,0.005,0
1137,TRUE,106,FALSE,TRUE,3.89,1,270.3,111,103.9,10.76,14.4,0.81,1
1138,FALSE,19,TRUE,TRUE,3.05,1,156.6,97,76.5,11.21,11.3,0,0
1139,FALSE,46,TRUE,FALSE,0.42,1,139.4,81,47.2,11.19,13.6,0.02,0
1140,FALSE,127,TRUE,FALSE,0,2,220.2,108,54,9.42,11.7,0.01,0
1141,FALSE,9,TRUE,TRUE,2.73,1,214.1,108,78.3,8.46,10.1,0.005,0
1142,FALSE,157,TRUE,FALSE,0,1,196,74,52,10.67,7.9,0.025,0
1143,TRUE,105,TRUE,FALSE,0,6,106.4,71,39,12.01,5.3,0.955,1
1144,FALSE,105,TRUE,TRUE,2.7,0,179.4,113,81,13.77,10,0.005,0
1145,FALSE,155,TRUE,FALSE,0.39,2,216.7,30,53.9,7.22,10.8,0.07,0
1146,FALSE,31,TRUE,FALSE,0,0,177.3,129,44,7.64,5.1,0.005,0
1147,FALSE,161,TRUE,FALSE,0,1,151.6,117,45,10.97,4,0.01,0
1148,FALSE,95,TRUE,TRUE,2.86,0,262.2,123,87.6,8.26,10.6,0,0
1149,FALSE,122,TRUE,FALSE,0,3,173.6,110,38,4.59,9.7,0,0
1150,FALSE,37,FALSE,FALSE,0,2,106.6,76,31,7.37,9.6,0.07,0
1151,TRUE,132,TRUE,FALSE,0,5,193.3,106,44,6.42,11.6,0.865,1
1152,FALSE,119,TRUE,TRUE,3.05,0,217.2,94,79.5,6.94,11.3,0.01,0
